Verbatim,sentiment
Baz istasyonlarin sayısı artırılmalı ve gerekli bakım yapilmali,neutral
Alt yapıya daha fazla yatırım yapmalısınız,neutral
Özellikle Silivri Selimapaşa ve Silivri Beycilerde 360p de video izlerken bile donmalar ile karşılaşıyorum  Çekim gücü yok denilecek seviyede speedtest oranı her zaman 0 60 2 arasında değişiyo 2 üstüne cıkmıyor,negative
Valla tavsiye bilmem o kadar para ödüyorum ve rezillik taahhüt bitince Turkcell e geçeceğim,negative
Köylerde daha yavaş bazı yerlerde hiç çekmiyor,negative
1 hafta önce Konya sefa köye gezinti için gittigimde vodafone çekim hiç yoktu Konyanın civarındaki göl ve barajlarda çekim neredeyse yok,negative
Kırıkkale de berbat bir konuşma esnasında hat kesilme ve hat düşmeli var sizin vereceğiniz kesilen dakika yerine iyileşme yapın düzelmezse değiştireceğim umarım kayıtsız kalmazsınız sıkıntı bakın ay içinde kaç defa hat düşmüş,negative
Telefonum zemin katta çekmiyor,negative
Ne evde nede balkonda çekmiyor Görüşmelerimizi sokaktanyapıyoruz Ve kullanamadığım internetin faturasını ödüyorum Taahhütüm bitince kesinlikle operatörümü değiltiricem,negative
Daha 1 ay olmadı kullanıyorum ama sürekli ünlem isareti veriyor videolar donuyor,negative
Sivas ta maalesef ne internet ne de şebekeniz çekmiyor On üç sene türktelekom kullanıp üç dört ay önce geçtim vodafoneye Çok pişman oldum Taahhüt biter bitmez bırakacağım,negative
Üsküdarda oturuyorum 4 kat da odama geçtiğimde tek diş şebeke çekiyor baz istasyonlarını genişletmek gerekir bununla ilgili çok şikayette bulundum,negative
Evimde telefon dogru duzgun çekmiyor  cama yapışık konuşmaktan vok yoruldum lutfen çözüm bulun,negative
Video ierken donup duruyor videolar bu gelistirilebilir,negative
Sağlıklı görüşme yapamıyorum sık sık hat kesilmesi oluyor daha görüşme yapmadan hat kesiliyor,negative
İnternet çekim ve hızının daha iyi olması lazım Şebeke iç ve dış mekan kısımlarında daha iyi çekmesi için iyileştirme yapılması Şuan mevcut olarak bu sıkıntıları çok çekiyoruz Lütfen bir an önce bu sorunlar iyileştirme yapılmaz ise 15 yıllık vodafone aboneliğinden çıkacağım ekim ayında sözleşmem bitiyor iyi çalışmalar,negative
İnternetim hızlı değil sürekli 3G çekiyor,negative
Örneğin kendi evimde vodafone salonda çekerken oturma odamda çekmiyor Nasıl oluyor bu durum    Anlamak imkansız,negative
Tarife çok ama çok pahalı insanları zorda bırakıyorsunuz asgari ücretle çalışıyorum yine faturaya yetmiyor lütfen bu yazıyı okuyun ve uygun tarife çıkartın en uygun tarife 55 TL Allah var yukarıda sizi görüyor bunu helal etmem,negative
Sancaktepede oturuyorum evde otururken telefon çekmiyor arayanlar ulaşamıyor Wi Fi yoluyla internet araması yapınca ulaşılıyorum,negative
500 hane olan bizim köyde vodafone çekim gücü neredeyse sıfır biraz duyar olun lütfen,negative
3 katta oturuyorum şebeke 2 çizgi bazı odalarda çekmiyor çok pişmanım turkceli bırakıp vodafone geçtiğim için,negative
Mb Cok hızlı tükeniyor ve internet hızı çok düşük,negative
İnternet bazı yerlerde çekmiyor mesela oturduğum evin arka odasında çekmiyor kardeşim arayıp söyledi fakat herhangi bir işlem yapılmadığı için başka operatöre geçti bende başka operatöre geçmeyi düşünüyorum,negative
Burda sebeke cekmıyor malesef gelin malleye baz ıstasyonu kurun lutfen,negative
Şebeke kesintisi video oynatma ağır İnternet hızı düşük,negative
Telefonla cama yapışarak konuşuyorum salonda yada başka bir odada kesinlikle çekmiyor  evde internet olduğu için internetinizi  kullanmıyorum çünkü oda çekmiyor,negative
Mobil internet hızı gerçekten yavaş geliştirilmeye ihtiyacı var,negative
İnternet hızım uzun zamandır çok düşük,negative
Kapsama alanınız bulunduğum çevrede yetersiz internetiniz Den memnun değilim,negative
Verici yani istasyon sayısını arttırması gerekli istanbul gibi bir metropolde bile sıkıntı yaşıyorum,negative
Şebeke çok zayıf bulunduğum bölgede şikayet ediyorum değişe hiç birşey yok,negative
Paket fiyatları çok yüksek,negative
Bu korona olayından sonra ne internet doğru çekiyor nede telefonlar doğru çekiyor sürekli konuşurken kesiliyor Bıktık artık,negative
İnternet hızı kapalı ortamlarda bazen çok yavaşlıyor,negative
Evim üst katta telefonum çekmiyor,negative
neler yapılabilir siz daha iyi bilirsiniz ama mümkün oldukça çabuk yapın taahhütname bitince eski operatöre geçicem,negative
Bulunduğum yerde baz istasyonu kurmak,neutral
Mobil veri hızı internet yavaş,negative
Bulunduğum evin neredeyse tamamında internet çekmiyor  Aynı şekilde telefonda çekmiyor  Arayanlar ulaşamıyor   internet hizmetine ulaşmak gerçekten sıkıntı  Tahattüt olmasa bu hizmet ile kimse beni bu hatta tutamaz  Evimdeyim ve inşallah bu anketi gönderebilirim,negative
Şuan Giresun Eynesil Ada köy köyünde misafirlikyeyim İnternet ve telefon çok sık çekmemektedir Gümüşhane Kürtün Taşlıca köyü çatalkaya mevkiisinde telefon ve İnternet neredeyse hiç kullanılmamaktadır Bu bölgelerde çalışma yaparak şebeke sorununu çözümlemenizi rica ediyorum,negative
Bölge olarak baz istasyonu sayısı arttırabilirsiniz veya bölgelere koyduğunuz baz istasyonlarını en uygun konuma inşa edebilirsiniz,neutral
Tarifem çok yüksek geliyor 5 ayim kadı Turkcelle gececem,negative
Ev içinde çekmiyor da geziyorum oda oda,negative
Paketleri daha ucuz olması,neutral
Ben bu operatöre Köyüme gittiğim yararlanayım diye geçmiştim  Ancak gittiğim köyümde  Sırakaya Köyü  Kahta Adıyaman  vodafone hattı çekmiyor  Telefon ve internet ulaşımı gerçekleşmiyor  O bölgeye verici ihtiyacı var,negative
Tarifeleri daha makul seviyeye çekerseniz çok sevinirim,neutral
2 kelime konuşamıyorum karşıdakini hiç anlayamıyorum bağlantı çok kötü  Yada hat kapanıyor  Çok şikayetçiyim bu konuda ne yapacaksanız yapın artık Şehirin göbeğinde şebeke arıyorum yer değişikliği yaparak görüşme esnasında _,negative
Heryerde şebeke çekimi iyi değil şehir içi güzel ama köye gelince kullanamıyorum,negative
Ev içinde internet sıfır arama sıfır her şey sıfır Tahhüt bitsin rakip markanıza geçeceğim yani Turkcell,negative
Tarifeler cok pahalı,negative
Alt yapının yeterli olmadığını düşünüyorum,negative
Mobil internetim çok yavaş,negative
Baskalariyla konusurken kesiliyor hat dusuyor,negative
Paket bitince otomatik 250 mb 12 tl bunun kalkması lazım bunun yüzünden Turkcelle geçiş yapıcam,negative
Köyde hiç çekmiyor,negative
Oturduğum dairede telefonu kılıfından çıkartmadan kullanamiyorum   O kadar saçma bir durum ki evin içinde telefon iki diş güç bela cekiyor heleki evimin alt katına inince 0 çekim gücü   Iyi çalışmalar dilerim,negative
Her arama da şebeke kesiliyor tavsiye sormak yerine ben degil bence siz gelistirmelisiniz,negative
Köy bölge lerinde iyi çekmiyor,negative
alt yapınız güçlendirin artık kaçıncı yüzyıldayız dünyada internet hızı çekme durumu ortadayken bu kadar zayıf kalmanızı anlayamıyorum,negative
Malesef cekım gucu zayıf adres bilgilerim mevcut evim bodrum veya giriş kat olmamasına ragmen her yerde cekmıyor ya balkonda yada salonda konuşup İnternete baglanıyoruz yani reklamlarda denizin ortasında ceken vodafone evımın salonunda cekmıyor,negative
kac yildir vodafone kullaniyorum hala oturdugum evin iki odasinda hem internet hem arama çekmiyor kullanamiyorum,negative
Çok sık telefon kapanması yaşıyorum her ay 120  verip hizmet alamamak hiç hoşuma gitmiyor hattımı değiştirmeyi düşünüyorum,negative
İnternet hızınız çok yavaş 4 5g olmasına rağmen hiç çekmiyor hızı iyileştirirseniz çok iyi olur,negative
Oturduğum evin içerisinden çekmiyor konunusurken hat kesiliyorinternet hiç çekmiyor,negative
Bulunduğum ev ve iş yerinde 4 5G 1 yada 2 sinyal çekim yapıyor ve sürekli 3G düşüp 4 5G bağlanıyor Arada kalıyor bazen bu yüzden mobil internette hız problemi yaşanabiliyor Genel olarak konuşma kalitesinde probşem yaşamadım Sadece 4 5G için bazı lokasyonlardaki baz istasyonları yetersiz gibi,negative
Baz istasyonlarını arttırır ve güçlendirirseniz daha iyi olacağına inanıyorum,neutral
4 5G göstermesine rağmen maalesef internet çok yavaş  Ev 2 katlı  Alt katta konuşamıyorum  Ses karşı tarafa ulaşamıyor  Konum değiştirmek zorunda kalıyorum,negative
Evde telefon çekmiyor ikinci katta oturduğuma rağmen şebeke sorunu çok yaşıyorum,negative
Köy bağ gibi yerlerde 0 rezalet icerisinde lutfen duzeltiniz kolay gelsin,negative
İnternet hızı cok zayıf ve mb lar cok hızlı tükeniyor eskiden böyle değildi,negative
İnegöldeki evimizin içinde konuşamıyoruz  pencere kenarlarına gidip konuşabiliyoruz,negative
Kapsama alanını genişletmeniz önemle rica olunur,neutral
Çekim alanı düştü sanırım Turkcell e geçiricem hattımı,negative
Evin içinden konuşamıyoruz Illaki balkona çıkmamız gerekiyor ya da cam kenarına Evim 3 katta ve şehrin göbeğinde yaşıyorum Sadece evde değil seyahatlerim Dede araç içerisinde yolda giderken çoğu zaman Bağlantı kopuyor,negative
İç mekân çekim gücü çoğu yerde iyi  video izlerken de sorun olmuyor ön yükleme olduğu için  lakin online oyunlar da çekim gücü ve hızı internet in kalitesi ortaya çıkıyor  Oyunda donma  ping  denilen geriden gelme olayı çok sinir bozucu  Hani denilir ya iki dakikalık kafa dağıtmak istiyorsun ama iyice deli olup çıkıyorsun,negative
Bazı evlerde  mesela istanbul yenimahalle 1 derya sokakda ev içerisinde hiç çekmiyor bıktım,negative
Paket fiyatları ekstra ücret kesilmesin,neutral
Çekim gücünüz biraz zayıf iyileştiriseniz çok seviniyirim,negative
İnternet alt yapısında iyileştirme yapılmalı İnternet çekim gücü hiç iyi değil Ev interneti de aynı şekilde çekim gücü çok kötü 1 metrelik alanda bile çekmiyor,negative
Oyundayken veya video izlerken kasmalar yaşanıyor,negative
Zeytinburnu yeşiltepe mahallesinde oturuyorum ne mutfakta ne de odam da çekmiyor şebeke,negative
Sebeke bazen gidiyo ve hic gelmiyo internette biraz agir,negative
Reklama para vereceğinize yatırım yapın altyapınızı geliştin,neutral
Evimde neredeyse hiç bir odada çekmiyor internet ve arama yaparken çok kesilmeler yaşıyorum  internet ve konuşma kapsamasinin genişletilmesi gerekli kırklareli merkez de   kırklareli merkez armağan  kırklareli merkez geçitazı ve kırklareli merkez demirköy iğneada köyünde hiç çekmiyor bunlar düzeltilmesi gerekli,negative
internetin her zaman zayıf benim evin içinde çekmiyor balkonda çekiyor sadece,negative
Konuşmalar sürekli hışırtılı ve kopuyor  Ev içinde konuşulmuyor 1 kat ve alt katlarda pencere kenarında konuşuyorum  İç odalarda 4G yazısı yerine GPRS yazısı geliyor  ev içinde sürekli ta 3G yada E yazıyor  Müşteri Hizmetleri ile dahi konuşurken anlaşılmıyor konuşulanlar  Bu aralar cep telefonu ile konuşmak ve internete girmek gerçekten çok yorucu ve bunaltıcı,negative
Guclendirici alıcılar in baz istasyonlarının kurulması lazım acilen,neutral
İstanbul içinde bazı bölgelerde örneğin gungorende evimde 2 katta şebeke neredeyse sıfır konuşma bile zorla yapıyorum,negative
Daha güçlü baz istasyonları kurulabilir İlçelere ve şehir dışlarına yakın yerlerdeki baz istasyonları güçlendirilebilir Bu konuda daha önceki şikayetlerim değerlendirilebilir,neutral
videoları izlerken donma oluyor Şebeke bazı yerlerde çekmiyor,negative
Sebeke sorunu oluyor ve video izlerken hızı Yavaş ve sanki izleme kısıtlaması var gibi açıkçası cekim kalitesi kötü ve hic memnun değilim sözleşmem biter bitmez oparetör değişeceğim,negative
İstanbulda Beylikdüzü Dereağzı mahallesi ve Esenyurt örnek mahallesi bölgelerinde çekim gücü düşük  bu bölgeler de kesinlikle iyileştirme yapılması gerekli,negative
Kapsama alanının genişletilmesi ve internet hızlarının arttırılması gerek,neutral
Evde cep telefonu kullanımında cok zorlanıyorız  Şebeke genelde çekmiyor,negative
Bulunduğum bölgede az çekiyor konuşurken kesiliyor en kötüsü de bu birde internet merkezi yer olsa bile çekim kalitesi düşük yeni baz istasyonu yada güçlendirme çalışması yapılması gerekiyor,negative
Kapsama alanını geliştirin bin pişmanım vodafone geçtiğimden telefon internetim bazen Edgeye geçiyor yıl 2020 ayıp,negative
Bu teknik bir durum Bence altyapı geliştirilmelidir,neutral
İnternet hızı çok yavaş şebeke hep az çekiyor talebime bakıp,negative
İstanbul esenlerde 3  Katta oturuyorum ve hiç bir şekilde çekmiyor konuşamıyorum,negative
Paketleriniz çok pahalı,negative
Vericilere bakılmasını istiyoz internete giremiyoz duzgun,negative
Mobil internet hızının biraz yükselmesini isterim,neutral
Vericilerinizi artırın alt yapı yatırımı yapın biraz Milas merkez dahil mobil internet problemi var Milas ın kırsal alanlarından bahsetmiyorum bile Aldığınız paraları hakedin biraz,negative
Çekim bölgelerini artırmanızı ve vericilerinizi artırmanızı talep ediyorum kullanamıyorum telefonum çoğu yerde çekmiyor,negative
Hızı çok yavaş,negative
Konusurken kesiliyor ses gelmiyo kopuyor internetyavas,negative
Mecidiyeköy meydanında mevcut internetimden sitelere giris saglayamiyorum  Cok yavas cekiyor  Youtubeden video izlerken güçlük yaşıyorum  Arnavutkoy ilcesinde de bazi bolgelerde sebeke ve internet hizmeti cok yavas kaliyor,negative
alt yapı güçlendirmesi,neutral
Bulunduğum yere daha da güçlendirilmiş bir baz istasyonu istiyorum,neutral
İnternet çok kötü 10 saniyelik video yu 1 dakika da izliyorum sürekli donuyor,negative
Telefon çekmiyor konuşurken kapanıyor,negative
Şebekeniz hiç çekmiyor bütün ailemi turkcell taşıcam ne hediye gönderdiniz aileme internet ne başka birşey bütün ailemi Turkcell taşıcam,negative
Alinan ek paketler mobilden iptal edebilse iyi olur,neutral
Arama yaparken hat düşmüyor çok sıkıntılı,negative
Tavsiyem yok 2 senedir arayip cekmedigini bildiriyorum ama degisen birsey yok baska operatore gecmeyi dusunuyorum turk telekom bile daha iyi cekiyor,negative
Ordu ili ve Ulubey ilcesi arasina baz istasyonu gerekiyor  Bu baz istasyonu ile akpinar  Fındıklı  Kayadibi  Doglu  Sayıp gibi koy ve mahallelerin internet sebeke sorunu çözülür saygılar,neutral
Evimde vodafone çekmiyor internet mutfakta çekmiyor  telefon la konuşurken karşıdali sesimi almıyor kesik kesik geliyor diyor  Bunlara çözüm sağlarsanız neden tavsiye etmeyelim  Kiliste yaşıyorum bu arada,negative
Baz istasyonları çoğaltılabilir merkezlerde dahi İnternet ve konuşma problemleri yaşıyorum,negative
Alt ve üst yapınızı yenileyip düzeltin 1 _ 2 aydır vodafone hiç çekmiyor,negative
Hiçbiyerde çekmiyor evde pencereden pencereye koşuyorum konuşmaya çalışırken net desen ayrı,negative
Baz istasyonu artırılabilir,neutral
Turkcell e kıyasla çok kötü derecede şebeke ve internet deneyimi Megakent istanbul gibi şehirde çekmeyen 10 dan fazla ilçede çekmiyor Hiç memnun degilim en kısa süre içerisinde vodafone dan hattımı taşıyacagım,negative
Kapsama alanın genişletilmesi ve internetin kalitesinin artırılmasını tavsiye ederim,neutral
3 5G de internetim asla çekmiyor 4 G de kullanım sağlıyorum fakat bu şekildede internetim aşırı hızlı gidiyo şebeke hızının yükseltilmesi ve hızlandırılması gerekiyo,negative
İnternet yavaş video açmakta zorlanıyor her yerde çekmiyor başarılar saygılar,negative
Faturasız paketlerdeki internet daha bol olsun Diğer SMS DAKİKA gayet yeterli Tabi fiyatlar sabit kalsın,neutral
Verici cogaltirsaniz belki düzelir,neutral
Daha fazla baz istasyonu kurulması gerekiyor İlçemizin merkeze yakın yerinde var ancak merkeze biraz uzak olan birçok mahallede olmadığı için çekim gücü çok zayıflıyor,negative
